,fighter_1,weight_1,reach_1,age_1,slpm_1,sapm_1,td_avg_1,sub_avg_1,strk_acc_1,strk_def_1,td_acc_1,td_def_1,wins_1,losses_1,fighter_2,weight_2,reach_2,age_2,slpm_2,sapm_2,td_avg_2,sub_avg_2,strk_acc_2,strk_def_2,td_acc_2,td_def_2,wins_2,losses_2,result,SUB_OVR,KO_OVR,Fighter_1_Odds,Fighter_2_Odds
204,ThiagoSantos,205.0,76.0,38,3.95,2.28,0.61,0.1,48.0,56.0,36.0,66.0,22.0,9.0,MagomedAnkalaev,205.0,75.0,30,3.6,2.05,1.15,0.0,55.0,62.0,31.0,85.0,16.0,1.0,0,0,0,400.0,-800.0
205,MarlonMoraes,135.0,67.0,34,3.34,4.47,0.89,0.4,40.0,53.0,41.0,46.0,23.0,9.0,SongYadong,135.0,67.0,25,4.88,3.77,0.46,0.3,42.0,59.0,42.0,60.0,18.0,5.0,0,0,1,220.0,-310.0
206,SodiqYusuff,145.0,71.0,29,5.43,3.46,0.0,0.5,48.0,58.0,0.0,68.0,11.0,2.0,AlexCaceres,145.0,10.0,34,4.14,2.85,0.55,0.8,51.0,65.0,78.0,64.0,19.0,12.0,1,0,0,-303.0,195.0
207,DrewDober,155.0,70.0,34,4.38,4.08,0.82,0.1,40.0,52.0,18.0,55.0,23.0,11.0,TerranceMcKinney,155.0,10.0,28,1.65,0.55,3.29,1.6,60.0,61.0,33.0,0.0,12.0,3.0,1,0,1,-170.0,120.0
208,AlexPereira,185.0,79.0,35,2.08,0.57,0.0,0.0,61.0,72.0,0.0,71.0,4.0,1.0,BrunoSilva,185.0,74.0,33,5.74,2.87,0.0,0.0,60.0,32.0,0.0,68.0,22.0,6.0,1,0,0,-225.0,155.0
209,MatthewSemelsberger,170.0,75.0,30,6.16,5.67,0.98,0.5,48.0,61.0,0.0,0.0,9.0,3.0,AJFletcher,170.0,10.0,25,4.17,1.67,6.25,0.0,62.0,76.0,50.0,0.0,9.0,0.0,1,0,0,-200.0,145.0
210,TrevinJones,135.0,70.0,32,2.22,4.49,1.09,0.0,54.0,38.0,15.0,71.0,13.0,7.0,JavidBasharat,135.0,69.0,27,4.93,0.85,3.17,1.1,63.0,62.0,60.0,0.0,11.0,0.0,0,0,0,122.0,-190.0
211,DamonJackson,145.0,11.0,34,2.54,3.25,2.48,2.5,38.0,48.0,33.0,35.0,19.0,4.0,KamuelaKirk,145.0,10.0,28,3.27,5.8,1.18,1.8,52.0,30.0,40.0,58.0,12.0,4.0,1,1,0,-140.0,-111.0
212,DalchaLungiambula,185.0,76.0,35,2.97,3.91,2.05,0.0,43.0,54.0,46.0,75.0,11.0,3.0,CodyBrundage,185.0,72.0,28,2.7,1.67,0.86,0.9,61.0,48.0,25.0,73.0,6.0,2.0,0,1,0,-150.0,100.0
213,KrisMoutinho,135.0,68.0,30,4.81,5.81,0.0,0.0,32.0,27.0,0.0,0.0,9.0,5.0,GuidoCannetti,135.0,68.0,43,3.2,2.87,2.04,0.2,54.0,50.0,50.0,70.0,8.0,7.0,0,0,1,-184.0,120.0
214,TafonNchukwi,205.0,77.0,28,6.56,4.13,1.15,0.0,53.0,55.0,57.0,66.0,6.0,1.0,AzamatMurzakanov,225.0,10.0,33,3.0,1.33,0.0,0.0,52.0,63.0,0.0,0.0,10.0,0.0,0,0,1,145.0,-227.0
215,AlexanderVolkov,250.0,80.0,34,4.86,2.95,0.53,0.1,57.0,54.0,70.0,73.0,34.0,9.0,TomAspinall,256.0,78.0,29,7.19,2.37,2.73,1.4,65.0,70.0,0.0,0.0,11.0,2.0,0,1,0,100.0,-152.0
216,ArnoldAllen,145.0,70.0,28,2.96,2.15,1.44,0.4,40.0,66.0,50.0,76.0,17.0,1.0,DanHooker,145.0,75.0,32,4.9,4.61,0.9,0.2,47.0,52.0,36.0,78.0,21.0,11.0,1,0,1,-121.0,-115.0
217,GunnarNelson,170.0,11.0,34,1.71,3.33,1.72,0.9,57.0,49.0,55.0,66.0,17.0,5.0,TakashiSato,170.0,10.0,32,3.16,4.81,0.53,0.0,37.0,50.0,50.0,75.0,16.0,4.0,1,0,0,-800.0,360.0
218,JaiHerbert,155.0,77.0,34,2.18,2.81,0.0,0.0,36.0,44.0,0.0,30.0,11.0,3.0,IliaTopuria,155.0,69.0,25,2.77,1.92,3.35,3.4,48.0,64.0,55.0,0.0,11.0,0.0,0,0,1,400.0,-650.0
219,MikeGrundy,145.0,72.0,35,2.14,4.56,3.78,0.4,45.0,56.0,26.0,50.0,12.0,3.0,MakwanAmirkhani,145.0,10.0,34,1.37,2.43,4.12,1.1,44.0,51.0,43.0,57.0,16.0,7.0,0,1,0,-305.0,170.0
220,ShamilAbdurakhimov,235.0,76.0,41,2.53,2.69,1.14,0.2,43.0,58.0,24.0,47.0,20.0,6.0,SergeiPavlovich,257.0,84.0,30,6.55,4.59,0.0,0.0,52.0,44.0,0.0,50.0,14.0,1.0,0,0,1,250.0,-400.0
221,NikitaKrylov,205.0,77.0,30,4.33,2.52,1.34,1.3,56.0,43.0,33.0,55.0,27.0,8.0,PaulCraig,205.0,76.0,35,2.59,2.39,2.06,1.9,51.0,50.0,25.0,55.0,15.0,4.0,0,1,0,-210.0,155.0
222,JackShore,135.0,71.0,27,4.03,1.51,4.47,0.9,58.0,65.0,41.0,0.0,15.0,0.0,TimurValiev,135.0,67.0,32,5.35,2.79,1.62,0.0,55.0,50.0,33.0,50.0,18.0,2.0,1,0,0,-140.0,-111.0
223,MuhammadMokaev,125.0,70.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,CodyDurden,125.0,67.0,31,3.51,4.11,4.05,0.5,46.0,48.0,36.0,60.0,12.0,3.0,0,1,0,-600.0,350.0
224,CurtisBlaydes,265.0,80.0,31,3.44,1.65,6.27,0.0,51.0,59.0,53.0,33.0,15.0,3.0,ChrisDaukaus,250.0,76.0,33,7.71,3.51,0.0,0.0,53.0,61.0,0.0,0.0,12.0,4.0,1,0,1,-600.0,333.0
225,MattBrown,170.0,75.0,41,3.68,2.68,1.52,1.4,54.0,55.0,44.0,64.0,25.0,18.0,BryanBarberena,170.0,72.0,33,5.44,4.77,0.19,0.4,48.0,45.0,25.0,58.0,16.0,8.0,0,0,0,-110.0,-125.0
226,AskarAskarov,125.0,67.0,30,3.37,2.65,2.75,0.0,55.0,56.0,28.0,64.0,14.0,0.0,KaiKara-France,125.0,69.0,29,5.09,3.79,0.51,0.0,40.0,65.0,23.0,87.0,23.0,9.0,0,0,0,-455.0,290.0
227,MarcDiakiese,155.0,10.0,29,3.06,2.8,2.13,0.0,38.0,54.0,35.0,62.0,14.0,5.0,ViacheslavBorshchev,155.0,11.0,30,6.16,5.08,0.0,0.0,64.0,56.0,0.0,33.0,6.0,1.0,1,0,0,115.0,-158.0
228,NeilMagny,170.0,80.0,35,3.67,2.06,2.44,0.3,46.0,56.0,42.0,57.0,25.0,9.0,MaxGriffin,170.0,11.0,37,4.35,3.97,1.63,0.4,49.0,57.0,53.0,70.0,18.0,8.0,1,0,0,-300.0,210.0
229,ChrisGutierrez,135.0,67.0,31,4.63,2.5,0.48,0.2,59.0,62.0,37.0,75.0,17.0,3.0,BatgerelDanaa,135.0,70.0,33,6.28,2.73,0.0,0.0,39.0,61.0,0.0,57.0,10.0,2.0,1,0,1,110.0,-155.0
230,AliaskhabKhizriev,185.0,74.0,32,6.0,3.6,8.0,8.0,83.0,66.0,50.0,0.0,13.0,0.0,DenisTiuliulin,185.0,77.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,1,1,0,-1400.0,575.0
231,MatheusNicolau,125.0,66.0,29,3.88,3.18,1.75,1.2,53.0,67.0,47.0,92.0,17.0,3.0,DavidDvorak,125.0,68.0,30,4.46,3.28,0.0,0.5,46.0,63.0,0.0,78.0,20.0,3.0,1,0,0,100.0,-140.0
232,LuisSaldana,145.0,11.0,31,4.66,2.92,0.0,0.4,50.0,61.0,0.0,42.0,15.0,7.0,BrunoSouza,145.0,10.0,26,3.07,5.0,0.0,0.0,44.0,39.0,0.0,0.0,10.0,2.0,1,0,0,110.0,-159.0
233,VicenteLuque,170.0,11.0,31,5.65,5.67,0.64,1.0,54.0,52.0,50.0,64.0,21.0,7.0,BelalMuhammad,170.0,11.0,34,4.55,3.61,2.2,0.2,43.0,59.0,33.0,91.0,20.0,3.0,0,0,0,-200.0,140.0
234,CaioBorralho,185.0,10.0,29,4.86,2.4,2.7,0.0,64.0,64.0,75.0,0.0,10.0,1.0,GadzhiOmargadzhiev,185.0,71.0,29,2.32,0.46,3.47,3.5,66.0,60.0,0.0,0.0,13.0,0.0,1,0,0,-105.0,-139.0
235,MiguelBaeza,170.0,74.0,30,4.86,4.97,0.47,1.9,50.0,54.0,28.0,0.0,10.0,2.0,AndreFialho,170.0,74.0,28,3.0,7.13,0.0,0.0,33.0,47.0,0.0,75.0,14.0,4.0,0,0,1,-189.0,135.0
236,PatSabatini,145.0,70.0,32,1.35,1.44,2.82,2.8,55.0,53.0,35.0,0.0,16.0,3.0,TJLaramie,145.0,66.0,25,2.73,3.24,2.56,0.0,51.0,26.0,50.0,0.0,12.0,4.0,1,0,0,-750.0,335.0
237,MounirLazzez,170.0,76.0,35,5.69,4.78,3.41,0.0,55.0,45.0,0.0,60.0,10.0,2.0,AngeLoosa,170.0,10.0,29,4.27,7.2,1.0,1.0,34.0,52.0,25.0,0.0,8.0,2.0,1,0,0,-5000.0,155.0
238,DevinClark,205.0,75.0,32,3.13,2.64,2.51,0.1,56.0,46.0,34.0,56.0,12.0,6.0,WilliamKnight,205.0,10.0,34,3.18,3.06,2.22,0.2,60.0,33.0,42.0,45.0,11.0,3.0,1,0,1,-190.0,137.0
239,DrakkarKlose,155.0,70.0,34,3.89,3.64,1.56,0.0,53.0,53.0,30.0,68.0,11.0,2.0,BrandonJenkins,155.0,71.0,31,2.81,5.9,0.0,0.0,39.0,35.0,0.0,25.0,15.0,8.0,1,0,1,-800.0,400.0
240,RafaGarcia,155.0,70.0,28,3.53,5.47,4.0,0.3,35.0,53.0,44.0,70.0,13.0,2.0,JesseRonson,155.0,10.0,37,3.54,2.99,0.63,0.6,49.0,59.0,40.0,61.0,21.0,10.0,1,1,0,100.0,-160.0
241,ChrisBarnett,265.0,75.0,36,4.9,6.21,0.0,0.0,45.0,40.0,0.0,0.0,22.0,7.0,MartinBuday,265.0,77.0,31,4.66,2.64,0.0,0.0,88.0,38.0,0.0,0.0,9.0,1.0,0,0,0,240.0,-300.0
242,JordanLeavitt,155.0,71.0,27,1.31,1.31,2.81,2.2,55.0,53.0,31.0,0.0,9.0,1.0,TreyOgden,155.0,11.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,1,0,0,110.0,-148.0
243,ClayGuida,155.0,70.0,41,2.53,2.76,3.26,0.7,34.0,62.0,38.0,68.0,37.0,18.0,ClaudioPuelles,155.0,10.0,26,2.07,2.98,2.87,1.0,51.0,46.0,38.0,55.0,12.0,2.0,0,1,0,-113.0,-125.0
244,LandoVannata,155.0,71.0,30,4.67,4.77,1.12,0.3,44.0,54.0,40.0,68.0,12.0,5.0,CharlesJourdain,145.0,69.0,27,5.7,4.57,0.0,0.5,49.0,60.0,0.0,48.0,12.0,4.0,0,1,0,-110.0,-139.0
245,JordanWright,185.0,77.0,31,8.09,8.29,0.0,0.0,63.0,38.0,0.0,0.0,12.0,2.0,Marc-AndreBarriault,185.0,74.0,32,5.81,5.06,0.35,0.0,46.0,56.0,25.0,70.0,13.0,5.0,0,1,0,150.0,-220.0
246,DwightGrant,170.0,76.0,38,3.1,2.21,0.6,0.0,33.0,62.0,0.0,70.0,11.0,4.0,SergeyKhandozhko,170.0,74.0,30,2.83,1.7,0.5,0.0,42.0,60.0,16.0,64.0,27.0,6.0,0,0,1,-105.0,-135.0
247,TysonPedro,205.0,79.0,31,2.7,2.55,0.74,1.5,62.0,48.0,25.0,52.0,7.0,3.0,IkeVillanueva,205.0,73.0,38,4.35,7.91,0.74,0.0,40.0,37.0,50.0,0.0,18.0,13.0,1,0,1,-900.0,400.0
248,PrestonParsons,170.0,11.0,27,6.08,1.89,0.0,0.0,53.0,45.0,0.0,0.0,9.0,3.0,EvanElder,170.0,10.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1,0,0,-172.0,124.0
249,MarcinPrachnio,205.0,74.0,34,6.28,4.1,0.0,0.0,51.0,57.0,0.0,0.0,15.0,5.0,PhilipeLins,240.0,78.0,37,2.66,3.68,0.0,0.0,40.0,49.0,0.0,0.0,14.0,5.0,0,0,0,-143.0,-105.0
250,RobFont,135.0,71.0,35,5.64,3.55,1.1,0.5,44.0,59.0,36.0,55.0,19.0,5.0,MarlonVera,135.0,70.0,30,4.08,4.27,0.82,1.3,51.0,50.0,42.0,69.0,18.0,7.0,0,0,0,-135.0,-115.0
251,AndreiArlovski,240.0,77.0,43,3.72,3.09,0.42,0.2,44.0,57.0,36.0,78.0,33.0,20.0,JakeCollier,230.0,78.0,34,5.59,4.43,0.62,0.5,42.0,52.0,26.0,67.0,13.0,6.0,1,0,0,-270.0,230.0
252,AndreFili,145.0,11.0,32,3.8,3.86,2.5,0.2,36.0,52.0,50.0,68.0,21.0,8.0,JoandersonBrito,145.0,72.0,27,3.33,3.13,2.98,0.0,47.0,50.0,62.0,0.0,12.0,3.0,0,0,1,-278.0,194.0
253,JaredGordon,155.0,68.0,34,5.22,3.12,2.54,0.0,56.0,59.0,39.0,50.0,18.0,4.0,GrantDawson,155.0,10.0,28,3.06,2.05,3.36,1.3,50.0,49.0,32.0,40.0,17.0,1.0,0,1,0,136.0,-220.0
254,DarrenElkins,145.0,10.0,38,3.44,3.09,2.65,1.1,38.0,52.0,32.0,56.0,27.0,10.0,TristanConnelly,145.0,10.0,37,2.77,1.93,0.5,0.5,47.0,51.0,14.0,70.0,14.0,7.0,1,0,0,-190.0,137.0
255,KrzysztofJotko,185.0,77.0,33,2.92,2.24,1.15,0.1,41.0,57.0,34.0,83.0,23.0,5.0,GeraldMeerschaert,185.0,77.0,35,3.11,3.43,2.42,2.0,44.0,52.0,41.0,35.0,34.0,14.0,1,0,0,-225.0,140.0
256,AlexandrRomanov,262.0,75.0,32,4.26,1.43,5.58,1.3,52.0,43.0,65.0,20.0,15.0,0.0,ChaseSherman,250.0,78.0,33,6.19,6.37,0.0,0.0,45.0,51.0,0.0,77.0,15.0,9.0,1,1,0,-2300.0,1100.0
257,DanielDaSilva,125.0,70.0,26,3.47,8.15,0.0,0.0,80.0,24.0,0.0,0.0,11.0,2.0,FranciscoFigueiredo,125.0,68.0,33,1.9,2.57,3.0,0.0,58.0,64.0,75.0,87.0,12.0,4.0,0,1,0,-143.0,100.0
258,NatanLevy,155.0,71.0,31,2.51,1.7,2.89,1.2,41.0,60.0,55.0,46.0,6.0,1.0,MikeBreeden,155.0,10.0,33,4.04,6.61,0.0,0.0,34.0,46.0,0.0,81.0,10.0,4.0,1,0,0,-235.0,160.0
259,CharlesOliveira,155.0,10.0,33,3.44,3.13,2.5,2.8,53.0,52.0,41.0,57.0,32.0,8.0,JustinGaethje,155.0,11.0,34,7.5,7.81,0.0,0.0,60.0,55.0,0.0,73.0,23.0,3.0,1,1,0,-165.0,110.0
260,MichaelChandler,155.0,71.0,36,5.17,4.98,1.73,1.1,46.0,44.0,33.0,71.0,22.0,7.0,TonyFerguson,155.0,11.0,38,5.15,3.78,0.42,1.1,45.0,59.0,42.0,67.0,26.0,6.0,1,0,1,-400.0,270.0
261,MauricioRua,205.0,76.0,41,3.57,2.71,2.12,0.8,50.0,54.0,48.0,47.0,27.0,12.0,OvinceSaintPreux,205.0,80.0,39,2.65,3.07,1.21,0.6,46.0,45.0,38.0,66.0,25.0,16.0,0,0,0,200.0,-286.0
262,RandyBrown,170.0,78.0,32,4.21,3.11,0.86,0.6,48.0,52.0,43.0,71.0,14.0,4.0,KhaosWilliams,170.0,77.0,28,5.0,3.38,0.0,0.0,38.0,49.0,0.0,50.0,13.0,2.0,1,0,0,-115.0,-135.0
263,FranciscoTrinaldo,170.0,70.0,44,3.04,2.62,1.03,0.5,43.0,60.0,44.0,59.0,27.0,8.0,DannyRoberts,170.0,74.0,35,3.24,3.01,0.3,0.3,43.0,54.0,11.0,56.0,18.0,5.0,1,0,0,-120.0,-145.0
264,BrandonRoyval,125.0,68.0,30,3.16,2.57,0.73,2.2,36.0,48.0,0.0,39.0,13.0,6.0,MattSchnell,125.0,70.0,32,4.23,4.17,0.39,1.0,38.0,59.0,33.0,50.0,15.0,5.0,1,1,0,-270.0,200.0
265,BlagoyIvanov,250.0,11.0,36,3.32,4.15,1.06,0.2,40.0,54.0,54.0,75.0,18.0,4.0,MarcosRogeriodeLima,253.0,75.0,37,3.39,2.12,1.14,0.6,54.0,54.0,66.0,47.0,19.0,8.0,1,0,0,-158.0,120.0
266,AndreFialho,170.0,74.0,28,3.92,6.67,0.0,0.0,40.0,49.0,0.0,75.0,15.0,4.0,CameronVanCamp,170.0,74.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,1,0,1,-650.0,330.0
267,KleydsonRodrigues,125.0,67.0,27,6.07,1.4,0.0,1.0,65.0,60.0,0.0,66.0,7.0,1.0,CJVergara,125.0,68.0,31,6.57,5.23,0.0,0.0,55.0,59.0,0.0,87.0,9.0,3.0,0,0,0,-480.0,215.0
268,JourneyNewson,135.0,67.0,33,2.76,2.76,0.0,0.9,32.0,65.0,0.0,0.0,9.0,3.0,FernieGarcia,135.0,67.0,30,5.54,6.92,0.0,0.0,38.0,40.0,0.0,0.0,10.0,1.0,1,0,0,-105.0,-180.0
269,RyanSpann,205.0,79.0,31,3.43,3.54,1.58,1.6,44.0,47.0,38.0,60.0,19.0,7.0,IonCutelaba,205.0,75.0,29,4.91,3.43,4.39,0.0,42.0,47.0,60.0,79.0,16.0,6.0,1,1,0,175.0,-265.0
270,DaveyGrant,135.0,69.0,37,4.55,3.75,1.77,0.1,44.0,57.0,44.0,60.0,13.0,6.0,LouisSmolka,135.0,68.0,31,4.54,3.87,1.81,1.9,47.0,52.0,37.0,31.0,17.0,8.0,1,0,1,-305.0,210.0
271,FrankCamacho,155.0,10.0,33,6.67,7.31,1.17,0.0,46.0,52.0,45.0,72.0,22.0,9.0,ManuelTorres,155.0,10.0,27,1.54,2.31,0.0,0.0,59.0,75.0,0.0,0.0,12.0,2.0,0,0,1,105.0,-139.0
272,JakeHadley,125.0,70.0,26,3.18,2.57,1.83,3.7,43.0,74.0,0.0,33.0,8.0,0.0,AllanNascimento,125.0,69.0,31,4.33,3.3,0.5,1.0,68.0,46.0,9.0,16.0,18.0,6.0,0,0,0,-225.0,170.0
273,MichaelJohnson,155.0,10.0,36,4.21,3.82,0.49,0.1,38.0,58.0,45.0,77.0,20.0,17.0,AlanPatrick,155.0,11.0,39,1.76,2.9,3.24,0.3,40.0,44.0,35.0,46.0,15.0,3.0,1,0,1,-163.0,120.0
274,TatsuroTaira,125.0,70.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,CarlosCandelario,125.0,68.0,31,4.37,4.17,2.5,0.0,49.0,46.0,31.0,47.0,8.0,1.0,1,0,0,-350.0,239.0
275,NickMaximov,185.0,76.0,25,1.78,1.73,5.67,0.3,54.0,39.0,47.0,0.0,8.0,0.0,AndrePetroski,185.0,73.0,31,4.22,2.0,4.29,3.8,64.0,52.0,47.0,0.0,7.0,2.0,0,1,0,-430.0,255.0
276,GloverTeixeira,205.0,76.0,43,3.72,3.83,2.11,1.1,48.0,54.0,39.0,60.0,33.0,7.0,JiriProchazka,205.0,80.0,30,7.19,6.8,0.98,0.0,52.0,48.0,0.0,50.0,28.0,3.0,0,1,0,160.0,-235.0
277,AndreFialho,170.0,74.0,28,4.23,6.75,0.0,0.0,43.0,48.0,0.0,75.0,16.0,4.0,JakeMatthews,170.0,11.0,28,3.03,2.16,1.93,0.6,44.0,61.0,41.0,66.0,17.0,5.0,0,0,1,-125.0,-120.0
278,JackDellaMaddalena,170.0,11.0,26,8.4,4.95,0.0,0.0,49.0,64.0,0.0,75.0,11.0,2.0,RamazanEmeev,170.0,10.0,35,2.52,2.02,2.29,0.6,45.0,66.0,29.0,66.0,20.0,5.0,1,0,1,-195.0,145.0
279,Maheshate,155.0,71.0,23,3.27,3.2,0.0,0.0,29.0,56.0,0.0,0.0,8.0,1.0,SteveGarcia,155.0,75.0,30,4.46,2.2,1.91,0.5,58.0,42.0,44.0,0.0,12.0,4.0,1,0,1,110.0,-165.0
280,BrendanAllen,185.0,75.0,27,4.39,4.59,1.04,1.7,54.0,44.0,33.0,50.0,18.0,5.0,JacobMalkoun,185.0,73.0,27,3.53,2.64,6.93,1.0,57.0,45.0,35.0,0.0,6.0,1.0,1,0,0,-333.0,220.0
281,KyungHoKang,135.0,73.0,35,2.56,2.36,2.23,0.9,45.0,57.0,59.0,68.0,17.0,9.0,BatgerelDanaa,135.0,70.0,33,5.66,3.45,0.53,0.0,37.0,56.0,50.0,57.0,12.0,3.0,1,0,0,-125.0,-139.0
282,CalvinKattar,145.0,11.0,34,5.19,7.64,0.51,0.1,41.0,52.0,29.0,89.0,23.0,5.0,JoshEmmett,145.0,70.0,37,4.28,4.1,1.25,0.1,39.0,62.0,47.0,58.0,17.0,2.0,0,0,0,-280.0,175.0
283,TimMeans,170.0,75.0,38,5.06,3.58,0.92,0.2,48.0,61.0,39.0,66.0,32.0,12.0,KevinHolland,170.0,81.0,30,3.84,2.38,0.87,0.5,55.0,55.0,45.0,49.0,22.0,7.0,0,1,0,250.0,-400.0
284,JoaquinBuckley,185.0,10.0,28,3.94,3.88,2.0,0.0,36.0,51.0,35.0,40.0,14.0,4.0,AlbertDuraev,185.0,11.0,33,3.95,2.33,1.62,1.6,51.0,56.0,20.0,50.0,15.0,3.0,1,0,1,165.0,-235.0
285,DamirIsmagulov,155.0,10.0,31,3.75,1.9,1.75,0.0,43.0,65.0,36.0,0.0,23.0,1.0,GuramKutateladze,155.0,11.0,30,2.47,3.47,0.0,0.0,43.0,58.0,0.0,68.0,12.0,2.0,1,0,0,-230.0,160.0
286,JulianMarquez,185.0,72.0,32,4.2,3.13,0.0,3.2,45.0,55.0,0.0,53.0,9.0,2.0,GregoryRodrigues,185.0,75.0,30,5.28,5.87,2.59,0.7,53.0,52.0,53.0,0.0,11.0,4.0,0,0,1,135.0,-177.0
287,AdrianYanez,135.0,70.0,29,6.35,5.52,0.0,0.0,39.0,60.0,0.0,0.0,15.0,3.0,TonyKelley,135.0,70.0,35,5.58,4.43,0.0,1.5,47.0,45.0,0.0,52.0,8.0,2.0,1,0,1,-2500.0,225.0
288,CourtMcGee,170.0,11.0,38,4.69,3.69,1.87,0.5,37.0,60.0,25.0,69.0,22.0,10.0,JeremiahWells,170.0,74.0,36,3.55,1.58,1.48,1.5,50.0,20.0,12.0,0.0,10.0,2.0,0,0,1,-125.0,-230.0
289,RicardoRamos,145.0,72.0,27,3.32,3.84,2.61,0.6,38.0,57.0,58.0,72.0,15.0,4.0,DannyChavez,145.0,67.0,35,2.87,3.84,2.0,0.0,38.0,50.0,60.0,87.0,11.0,4.0,1,0,1,-450.0,300.0
290,EddieWineland,135.0,69.0,38,3.4,3.66,0.34,0.1,29.0,69.0,33.0,86.0,24.0,15.0,CodyStamann,135.0,64.0,33,4.02,3.39,2.78,0.0,46.0,63.0,42.0,75.0,19.0,5.0,0,0,1,400.0,-1000.0
291,RomanDolidze,185.0,76.0,34,2.36,1.4,2.74,1.5,48.0,64.0,52.0,37.0,9.0,1.0,KyleDaukaus,185.0,76.0,29,3.04,2.49,2.4,2.2,54.0,40.0,31.0,86.0,11.0,2.0,1,0,1,195.0,-303.0
292,RafaelDosAnjos,155.0,70.0,38,3.62,3.24,1.99,0.6,46.0,61.0,37.0,58.0,31.0,13.0,RafaelFiziev,155.0,71.0,29,5.35,5.57,0.48,0.0,52.0,50.0,50.0,95.0,11.0,1.0,0,0,1,163.0,-225.0
293,CaioBorralho,185.0,10.0,29,3.66,1.7,1.96,0.0,64.0,65.0,80.0,75.0,11.0,1.0,ArmenPetrosyan,185.0,71.0,32,7.56,3.39,0.0,0.0,55.0,54.0,0.0,37.0,7.0,1.0,1,0,0,-270.0,130.0
294,DouglasSilvadeAndrade,135.0,68.0,37,3.83,4.19,0.64,0.3,39.0,57.0,45.0,68.0,28.0,4.0,SaidNurmagomedov,135.0,70.0,30,4.75,2.35,0.44,0.4,46.0,61.0,7.0,77.0,15.0,2.0,0,0,0,187.0,-500.0
295,JaredVanderaa,265.0,80.0,30,4.52,4.78,0.27,0.0,47.0,44.0,0.0,20.0,12.0,8.0,ChaseSherman,250.0,78.0,33,6.08,6.32,0.0,0.0,45.0,51.0,0.0,66.0,15.0,10.0,0,0,1,-240.0,150.0
296,MichaelJohnson,155.0,10.0,36,4.19,3.78,0.52,0.1,38.0,58.0,47.0,78.0,21.0,17.0,JamieMullarkey,155.0,74.0,28,3.42,5.05,3.38,0.3,43.0,47.0,32.0,57.0,14.0,5.0,0,0,0,170.0,-250.0
297,AiemannZahabi,135.0,68.0,35,2.82,3.91,0.33,0.0,40.0,65.0,16.0,72.0,8.0,2.0,RickyTurcios,135.0,71.0,29,7.0,4.23,1.0,0.0,45.0,58.0,22.0,45.0,12.0,2.0,1,0,0,150.0,-250.0
298,DavidOnama,145.0,11.0,28,6.49,6.86,0.0,0.0,51.0,47.0,0.0,42.0,9.0,1.0,GarrettArmfield,145.0,70.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1,1,0,-1000.0,500.0
299,KennedyNzechukwu,205.0,83.0,30,5.13,4.9,0.0,0.0,44.0,51.0,0.0,80.0,9.0,3.0,KarlRoberson,205.0,74.0,32,2.89,2.56,0.85,0.6,52.0,58.0,57.0,47.0,9.0,5.0,1,0,1,-174.0,-125.0
300,RonnieLawrence,135.0,68.0,30,3.54,1.62,9.15,0.3,57.0,55.0,78.0,0.0,8.0,1.0,SaidyokubKakhramonov,135.0,69.0,27,2.46,0.82,2.05,4.1,55.0,61.0,28.0,87.0,9.0,2.0,0,0,0,-132.0,-105.0
301,LiJingliang,170.0,71.0,34,4.42,3.74,1.25,0.0,42.0,58.0,39.0,58.0,18.0,7.0,MuslimSalikhov,170.0,11.0,38,3.13,2.36,1.12,0.0,48.0,68.0,38.0,81.0,18.0,2.0,1,0,1,127.0,-165.0
302,MattSchnell,125.0,70.0,32,4.26,4.23,0.38,0.9,38.0,59.0,33.0,50.0,15.0,6.0,Sumudaerji,125.0,72.0,26,4.49,2.19,0.4,0.8,51.0,68.0,0.0,77.0,16.0,4.0,1,1,0,210.0,-286.0
303,ShaneBurgos,145.0,11.0,31,7.95,6.69,0.24,0.1,52.0,57.0,0.0,91.0,14.0,3.0,CharlesJourdain,145.0,69.0,27,5.6,4.53,0.0,0.6,49.0,60.0,0.0,46.0,13.0,4.0,1,0,0,-190.0,140.0
304,RickySimon,135.0,69.0,30,3.04,3.0,6.76,0.4,43.0,64.0,54.0,72.0,19.0,3.0,JackShore,135.0,71.0,27,4.18,2.27,4.13,0.7,59.0,60.0,41.0,84.0,16.0,0.0,1,1,0,138.0,-196.0
305,BillAlgeo,145.0,73.0,33,5.88,4.43,0.8,0.0,53.0,43.0,44.0,55.0,15.0,6.0,HerbertBurns,145.0,73.0,34,1.67,5.02,4.64,2.8,45.0,33.0,83.0,75.0,11.0,3.0,1,0,1,-220.0,163.0
